transaction_id,transaction_date,customer_id,product_id,product_name,category,quantity,unit_price,discount,region,sales_channel,payment_method
TXN1000058,2025-07-09,CUST006004,P1002,Wireless Headphones,Electronics,1,159.39,0.0,Northeast,Online,Debit Card
TXN1000059,2024-12-08,CUST003626,P1002,Wireless Headphones,Electronics,1,135.56,0.1,Northeast,Online,Credit Card
TXN1000060,2022-06-22,CUST013531,P4002,Performance Jacket,Apparel,1,209.01,0.15,International,Online,Credit Card
TXN1000061,2022-04-14,CUST001162,P3001,Coffee Maker,Home & Kitchen,1,122.08,0.1,International,Wholesale,Credit Card
TXN1000062,2022-03-06,CUST014422,P3003,Cookware Set,Home & Kitchen,5,268.99,0.0,West,Online,Credit Card
TXN1000063,2022-02-23,CUST014649,P5001,Project Management Suite,Software,4,39.31,0.05,West,Retail Store,Credit Card
TXN1000064,2023-12-29,CUST008859,P4001,Running Shoes,Apparel,4,133.51,0.2,Midwest,Online,Credit Card
TXN1000065,2022-10-15,CUST012339,P3003,Cookware Set,Home & Kitchen,1,236.42,0.0,West,Wholesale,Debit Card
TXN1000066,2024-10-06,CUST003892,P3003,Cookware Set,Home & Kitchen,3,278.11,0.25,South,Online,Invoice
TXN1000067,2023-12-14,CUST004352,P2001,Office Chair,Furniture,3,242.43,0.05,Midwest,Retail Store,PayPal
TXN1000068,2022-06-12,CUST015952,P1001,Laptop Pro 14,Electronics,3,1286.02,0.15,West,Online,Invoice
TXN1000069,2022-01-12,CUST002427,P3001,Coffee Maker,Home & Kitchen,1,104.04,0.1,Northeast,Inside Sales,Credit Card
TXN1000070,2022-03-12,CUST008282,P1003,Smartphone Max,Electronics,7,828.33,0.0,Midwest,Online,Credit Card
TXN1000071,2024-03-05,CUST000901,P2003,Bookshelf,Furniture,2,196.23,0.1,South,Retail Store,ACH
TXN1000072,2024-06-01,CUST000180,P5002,Analytics Platform License,Software,1,225.91,0.05,Midwest,Retail Store,Credit Card
TXN1000073,2023-06-26,CUST009149,P1004,4K Monitor,Electronics,3,346.3,0.1,International,Partner,Credit Card
TXN1000074,2022-05-21,CUST004209,P1001,Laptop Pro 14,Electronics,1,1176.54,0.05,West,Partner,Debit Card
TXN1000075,2025-10-20,CUST010538,P2001,Office Chair,Furniture,3,227.15,0.0,South,Online,Invoice
TXN1000076,2023-09-11,CUST012573,P2001,Office Chair,Furniture,1,230.26,0.25,Midwest,Online,PayPal
TXN1000077,2023-10-13,CUST008510,P4002,Performance Jacket,Apparel,1,165.69,0.0,Midwest,Wholesale,Credit Card
TXN1000078,2023-08-06,CUST014772,P3003,Cookware Set,Home & Kitchen,2,269.72,0.05,Northeast,Partner,Credit Card
TXN1000079,2022-04-20,CUST001749,P5001,Project Management Suite,Software,1,35.72,0.0,South,Wholesale,Credit Card
TXN1000080,2024-11-19,CUST000033,P4002,Performance Jacket,Apparel,1,166.33,0.05,Northeast,Online,ACH
TXN1000081,2024-09-23,CUST001347,P2003,Bookshelf,Furniture,2,179.84,0.1,South,Partner,Credit Card
TXN1000082,2022-09-23,CUST011055,P5001,Project Management Suite,Software,2,36.39,0.1,South,Inside Sales,Debit Card
TXN1000083,2023-02-05,CUST000094,P1003,Smartphone Max,Electronics,3,884.88,0.15,West,Online,PayPal
TXN1000084,2024-03-29,CUST009551,P1001,Laptop Pro 14,Electronics,2,1413.95,0.0,South,Wholesale,Debit Card
TXN1000085,2023-07-30,CUST012843,P1002,Wireless Headphones,Electronics,3,139.83,0.15,South,Wholesale,Debit Card
TXN1000086,2025-12-29,CUST004973,P4003,Travel Backpack,Apparel,6,88.79,0.2,South,Online,Credit Card
TXN1000087,2023-12-28,CUST001632,P3001,Coffee Maker,Home & Kitchen,1,124.83,0.0,Northeast,Online,Credit Card
TXN1000088,2025-08-07,CUST000923,P1003,Smartphone Max,Electronics,3,778.96,0.0,West,Partner,Debit Card
TXN1000089,2022-11-13,CUST008160,P3002,Air Fryer,Home & Kitchen,2,152.6,0.1,Midwest,Wholesale,Invoice
TXN1000090,2024-04-14,CUST009319,P1003,Smartphone Max,Electronics,1,909.31,0.05,South,Partner,Credit Card
TXN1000091,2023-05-10,CUST004332,P4003,Travel Backpack,Apparel,1,96.12,0.1,Northeast,Inside Sales,Credit Card
TXN1000092,2025-10-19,CUST010887,P3001,Coffee Maker,Home & Kitchen,3,103.81,0.0,West,Online,Credit Card
TXN1000093,2024-04-05,CUST001492,P2003,Bookshelf,Furniture,1,150.47,0.15,West,Wholesale,Credit Card
TXN1000094,2024-09-08,CUST005878,P2001,Office Chair,Furniture,2,207.38,0.25,Midwest,Inside Sales,Credit Card
TXN1000095,2022-05-16,CUST011706,P4001,Running Shoes,Apparel,1,127.68,0.0,International,Partner,Debit Card
TXN1000096,2023-12-19,CUST014031,P2002,Standing Desk,Furniture,1,588.13,0.0,West,Retail Store,Credit Card
TXN1000097,2024-05-21,CUST004969,P1002,Wireless Headphones,Electronics,1,134.77,0.0,West,Online,Debit Card
TXN1000098,2023-03-18,CUST011844,P1002,Wireless Headphones,Electronics,5,142.51,0.2,West,Inside Sales,Credit Card
TXN1000099,2024-12-16,CUST013718,P6001,Commercial Printer,Office Supplies,2,383.94,0.05,West,Inside Sales,Credit Card
TXN1000100,2023-11-26,CUST014626,P5003,Security Monitoring Plan,Software,3,173.32,0.15,West,Inside Sales,Debit Card
TXN1000101,2024-04-22,CUST012372,P4003,Travel Backpack,Apparel,1,106.0,0.25,International,Retail Store,Credit Card
TXN1000102,2023-07-07,CUST002962,P1004,4K Monitor,Electronics,2,352.51,0.0,Midwest,Retail Store,Credit Card
TXN1000103,2024-10-09,CUST005560,P6001,Commercial Printer,Office Supplies,1,438.84,0.25,South,Wholesale,Debit Card
TXN1000104,2022-06-26,CUST012041,P5001,Project Management Suite,Software,3,35.47,0.1,International,Retail Store,Credit Card
TXN1000105,2024-01-13,CUST001651,P4003,Travel Backpack,Apparel,5,99.85,0.0,International,Online,Debit Card
TXN1000106,2025-08-27,CUST002421,P3001,Coffee Maker,Home & Kitchen,3,103.44,0.05,West,Retail Store,PayPal
TXN1000107,2022-12-16,CUST012059,P1004,4K Monitor,Electronics,5,384.08,0.0,Midwest,Retail Store,Credit Card
TXN1000108,2025-07-18,CUST009170,P1002,Wireless Headphones,Electronics,1,152.21,0.0,Midwest,Online,Debit Card
TXN1000109,2025-08-11,CUST009789,P5003,Security Monitoring Plan,Software,3,167.05,0.0,South,Online,Credit Card
TXN1000110,2022-12-11,CUST010930,P3001,Coffee Maker,Home & Kitchen,1,96.51,0.0,Northeast,Wholesale,Credit Card
TXN1000111,2022-05-23,CUST013488,P1003,Smartphone Max,Electronics,1,925.73,0.0,Northeast,Retail Store,Credit Card
TXN1000112,2025-01-28,CUST011425,P2001,Office Chair,Furniture,6,221.32,0.0,Northeast,Online,PayPal
TXN1000113,2025-11-17,CUST012093,P3003,Cookware Set,Home & Kitchen,5,270.85,0.0,Northeast,Retail Store,Credit Card
TXN1000114,2023-01-12,CUST014912,P1003,Smartphone Max,Electronics,4,998.36,0.0,Midwest,Online,Credit Card
TXN1000115,2025-09-21,CUST009793,P5002,Analytics Platform License,Software,2,261.09,0.05,West,Retail Store,ACH
TXN1000116,2022-11-17,CUST002652,P5001,Project Management Suite,Software,2,42.27,0.05,South,Retail Store,ACH
TXN1000117,2023-07-05,CUST011647,P4003,Travel Backpack,Apparel,3,92.69,0.15,Midwest,Inside Sales,PayPal
TXN1000118,2025-08-12,CUST015714,P3001,Coffee Maker,Home & Kitchen,4,121.33,0.15,South,Online,PayPal
TXN1000119,2023-04-11,CUST005624,P4001,Running Shoes,Apparel,3,136.65,0.0,Northeast,Online,Credit Card
TXN1000120,2025-01-11,CUST007295,P4001,Running Shoes,Apparel,1,129.26,0.0,South,Retail Store,Invoice
TXN1000121,2022-08-30,CUST000227,P4002,Performance Jacket,Apparel,1,188.8,0.2,South,Online,PayPal
TXN1000122,2023-08-02,CUST014405,P1002,Wireless Headphones,Electronics,3,137.62,0.15,South,Wholesale,ACH
TXN1000123,2025-10-27,CUST014362,P2003,Bookshelf,Furniture,2,174.93,0.15,South,Partner,Credit Card
TXN1000124,2022-12-07,CUST015684,P1001,Laptop Pro 14,Electronics,1,1127.28,0.2,Northeast,Retail Store,ACH
TXN1000125,2024-11-09,CUST014200,P3002,Air Fryer,Home & Kitchen,2,148.85,0.05,Midwest,Wholesale,PayPal
TXN1000126,2025-09-30,CUST001546,P2001,Office Chair,Furniture,3,252.44,0.0,West,Partner,ACH
TXN1000127,2025-03-08,CUST001615,P1003,Smartphone Max,Electronics,2,894.14,0.0,West,Inside Sales,Credit Card
TXN1000128,2025-11-05,CUST002742,P1002,Wireless Headphones,Electronics,1,142.65,0.0,South,Retail Store,Debit Card
TXN1000129,2025-10-31,CUST014160,P4001,Running Shoes,Apparel,2,123.66,0.05,South,Inside Sales,Debit Card
TXN1000130,2022-07-11,CUST006700,P1003,Smartphone Max,Electronics,1,845.7,0.05,South,Online,Credit Card
TXN1000131,2024-06-23,CUST003795,P5003,Security Monitoring Plan,Software,3,158.22,0.05,Northeast,Online,ACH
TXN1000132,2023-10-10,CUST006968,P4001,Running Shoes,Apparel,1,133.1,0.0,Midwest,Online,Credit Card
TXN1000133,2024-10-17,CUST001768,P2002,Standing Desk,Furniture,1,559.15,0.1,Northeast,Wholesale,Debit Card
TXN1000134,2024-12-24,CUST007618,P4001,Running Shoes,Apparel,3,134.93,0.05,South,Wholesale,Debit Card
TXN1000135,2022-12-27,CUST008133,P1001,Laptop Pro 14,Electronics,3,1196.07,0.05,Midwest,Inside Sales,ACH
TXN1000136,2025-04-04,CUST002722,P6001,Commercial Printer,Office Supplies,1,485.32,0.05,Midwest,Wholesale,Invoice
TXN1000137,2023-09-16,CUST000832,P3002,Air Fryer,Home & Kitchen,1,143.35,0.0,International,Online,Debit Card
TXN1000138,2024-09-12,CUST009964,P5001,Project Management Suite,Software,1,40.52,0.2,West,Partner,Credit Card
TXN1000139,2023-10-11,CUST012893,P1002,Wireless Headphones,Electronics,2,152.9,0.1,South,Online,Credit Card
TXN1000140,2023-06-16,CUST013250,P3002,Air Fryer,Home & Kitchen,2,136.03,0.15,West,Retail Store,ACH
TXN1000141,2024-10-31,CUST008795,P3002,Air Fryer,Home & Kitchen,2,130.33,0.0,South,Inside Sales,PayPal
TXN1000142,2024-03-20,CUST003019,P5003,Security Monitoring Plan,Software,1,163.7,0.0,Midwest,Wholesale,PayPal
TXN1000143,2025-06-25,CUST013417,P3003,Cookware Set,Home & Kitchen,7,262.76,0.0,Northeast,Retail Store,Credit Card
TXN1000144,2025-03-10,CUST014739,P3001,Coffee Maker,Home & Kitchen,3,132.01,0.0,South,Online,Credit Card
TXN1000145,2025-07-17,CUST011297,P1004,4K Monitor,Electronics,2,353.42,0.2,Midwest,Online,Debit Card
TXN1000146,2025-01-30,CUST008565,P2001,Office Chair,Furniture,4,237.92,0.0,West,Wholesale,Credit Card
TXN1000147,2025-09-26,CUST009704,P3002,Air Fryer,Home & Kitchen,1,144.9,0.25,International,Online,ACH
TXN1000148,2022-09-12,CUST003529,P3001,Coffee Maker,Home & Kitchen,1,122.78,0.05,International,Inside Sales,ACH
TXN1000149,2024-08-19,CUST013599,P1001,Laptop Pro 14,Electronics,2,1229.31,0.0,West,Retail Store,Debit Card
TXN1000150,2022-05-26,CUST001587,P5002,Analytics Platform License,Software,4,243.75,0.0,Northeast,Online,Credit Card
TXN1000151,2023-12-31,CUST010410,P5003,Security Monitoring Plan,Software,3,177.61,0.05,West,Retail Store,Debit Card
TXN1000152,2025-07-07,CUST014509,P1002,Wireless Headphones,Electronics,1,136.27,0.1,Midwest,Online,ACH
TXN1000153,2024-12-06,CUST003909,P3003,Cookware Set,Home & Kitchen,1,241.2,0.0,South,Retail Store,Credit Card
TXN1000154,2024-05-26,CUST002632,P1002,Wireless Headphones,Electronics,3,166.37,0.25,South,Online,Credit Card
TXN1000155,2024-10-31,CUST015304,P4002,Performance Jacket,Apparel,5,191.42,0.05,West,Retail Store,PayPal
TXN1000156,2022-10-05,CUST015965,P2001,Office Chair,Furniture,3,225.55,0.15,South,Retail Store,Credit Card
TXN1000157,2025-10-15,CUST012648,P4002,Performance Jacket,Apparel,2,196.58,0.25,West,Wholesale,PayPal
TXN1000158,2022-11-22,CUST001223,P4003,Travel Backpack,Apparel,1,99.17,0.0,International,Online,Credit Card
TXN1000159,2022-09-26,CUST015102,P5001,Project Management Suite,Software,2,42.95,0.0,West,Inside Sales,Invoice
TXN1000160,2022-08-19,CUST002303,P1002,Wireless Headphones,Electronics,1,148.25,0.1,South,Online,Invoice
TXN1000161,2025-10-22,CUST010728,P5003,Security Monitoring Plan,Software,1,163.99,0.05,West,Wholesale,Debit Card
TXN1000162,2023-11-20,CUST000234,P1004,4K Monitor,Electronics,2,342.28,0.1,Midwest,Online,Credit Card
TXN1000163,2024-03-05,CUST006242,P1001,Laptop Pro 14,Electronics,3,1259.99,0.0,Northeast,Retail Store,Credit Card
TXN1000164,2023-08-02,CUST009957,P3003,Cookware Set,Home & Kitchen,6,245.14,0.0,Northeast,Online,ACH
TXN1000165,2022-02-22,CUST008867,P2002,Standing Desk,Furniture,1,609.73,0.0,Northeast,Retail Store,Credit Card
TXN1000166,2022-05-01,CUST014623,P5002,Analytics Platform License,Software,2,260.14,0.0,Northeast,Retail Store,Credit Card
TXN1000167,2022-01-30,CUST007804,P5001,Project Management Suite,Software,3,39.01,0.0,West,Partner,ACH
TXN1000168,2024-03-15,CUST010695,P2001,Office Chair,Furniture,2,231.94,0.0,Northeast,Retail Store,Credit Card
TXN1000169,2022-10-31,CUST002992,P6001,Commercial Printer,Office Supplies,5,456.08,0.1,West,Online,Credit Card
TXN1000170,2023-09-06,CUST001738,P2001,Office Chair,Furniture,2,237.79,0.05,South,Partner,Credit Card
TXN1000171,2023-11-19,CUST001614,P3002,Air Fryer,Home & Kitchen,4,150.27,0.15,International,Retail Store,Debit Card
TXN1000172,2024-03-04,CUST012095,P1004,4K Monitor,Electronics,7,294.01,0.2,South,Retail Store,Credit Card
TXN1000173,2025-08-23,CUST002968,P5003,Security Monitoring Plan,Software,1,142.71,0.25,Northeast,Online,PayPal
TXN1000174,2022-03-23,CUST015118,P1003,Smartphone Max,Electronics,1,856.79,0.0,Northeast,Retail Store,Debit Card
TXN1000175,2023-12-26,CUST008698,P1001,Laptop Pro 14,Electronics,1,1346.08,0.0,Northeast,Wholesale,Credit Card
TXN1000176,2022-08-06,CUST012437,P3001,Coffee Maker,Home & Kitchen,1,125.26,0.1,Northeast,Online,ACH
TXN1000177,2025-10-09,CUST009874,P6002,Desk Organizer Set,Office Supplies,2,37.69,0.25,West,Online,ACH
TXN1000178,2025-09-27,CUST010681,P5002,Analytics Platform License,Software,2,229.68,0.0,Northeast,Partner,Invoice
TXN1000179,2022-08-19,CUST015483,P4003,Travel Backpack,Apparel,3,103.44,0.0,South,Wholesale,Debit Card
TXN1000180,2022-07-16,CUST004608,P5002,Analytics Platform License,Software,6,258.13,0.0,West,Online,Invoice
TXN1000181,2022-07-05,CUST012689,P5002,Analytics Platform License,Software,4,259.68,0.25,Midwest,Retail Store,Credit Card
TXN1000182,2022-06-18,CUST013086,P3002,Air Fryer,Home & Kitchen,4,150.04,0.0,West,Wholesale,Credit Card
TXN1000183,2022-09-14,CUST012043,P2001,Office Chair,Furniture,3,237.82,0.0,Northeast,Retail Store,ACH
TXN1000184,2022-09-11,CUST012090,P5001,Project Management Suite,Software,3,39.4,0.05,West,Retail Store,Credit Card
TXN1000185,2022-09-22,CUST004437,P4002,Performance Jacket,Apparel,3,169.73,0.1,Midwest,Online,Credit Card
TXN1000186,2022-09-01,CUST001983,P2002,Standing Desk,Furniture,1,605.33,0.05,Northeast,Inside Sales,Debit Card
TXN1000187,2023-08-01,CUST000969,P1002,Wireless Headphones,Electronics,7,132.43,0.15,West,Wholesale,Invoice
TXN1000188,2023-01-08,CUST012224,P4003,Travel Backpack,Apparel,3,116.6,0.2,Midwest,Partner,Invoice
TXN1000189,2023-09-27,CUST013033,P1004,4K Monitor,Electronics,2,348.61,0.0,Northeast,Inside Sales,Credit Card
TXN1000190,2025-08-24,CUST002299,P5003,Security Monitoring Plan,Software,1,143.25,0.1,West,Online,Credit Card
TXN1000191,2023-06-24,CUST000262,P1004,4K Monitor,Electronics,6,337.76,0.05,International,Online,ACH
TXN1000192,2023-03-11,CUST006193,P1002,Wireless Headphones,Electronics,1,141.19,0.0,Midwest,Online,PayPal
TXN1000193,2025-09-23,CUST006516,P5002,Analytics Platform License,Software,4,281.98,0.0,West,Retail Store,Credit Card
TXN1000194,2023-05-09,CUST001984,P1003,Smartphone Max,Electronics,2,813.82,0.0,West,Retail Store,ACH
TXN1000195,2022-07-23,CUST006808,P1003,Smartphone Max,Electronics,3,916.0,0.1,International,Online,Credit Card
TXN1000196,2024-07-18,CUST010580,P4001,Running Shoes,Apparel,3,101.74,0.0,South,Online,Credit Card
TXN1000197,2023-03-03,CUST014134,P5002,Analytics Platform License,Software,1,222.26,0.0,South,Partner,Credit Card
TXN1000198,2024-02-08,CUST005692,P1003,Smartphone Max,Electronics,6,916.44,0.0,South,Partner,Debit Card
TXN1000199,2025-02-04,CUST005303,P2001,Office Chair,Furniture,1,242.17,0.25,West,Online,Credit Card
TXN1000200,2024-04-29,CUST008244,P5001,Project Management Suite,Software,1,43.16,0.0,Midwest,Retail Store,Debit Card
TXN1000201,2025-04-18,CUST011949,P6001,Commercial Printer,Office Supplies,4,407.69,0.25,South,Online,Debit Card
TXN1000202,2023-06-13,CUST000657,P3002,Air Fryer,Home & Kitchen,2,147.72,0.0,International,Online,PayPal
TXN1000203,2022-09-29,CUST015950,P1003,Smartphone Max,Electronics,2,938.52,0.05,West,Partner,Debit Card
TXN1000204,2023-08-26,CUST006010,P1001,Laptop Pro 14,Electronics,1,1400.05,0.1,Northeast,Online,Debit Card
TXN1000205,2023-09-20,CUST006482,P1004,4K Monitor,Electronics,1,341.12,0.0,South,Wholesale,Credit Card
TXN1000206,2024-11-25,CUST011439,P1002,Wireless Headphones,Electronics,1,161.39,0.15,Northeast,Wholesale,Credit Card
TXN1000207,2024-10-22,CUST013239,P4002,Performance Jacket,Apparel,1,202.18,0.05,Midwest,Online,Credit Card
TXN1000208,2023-04-20,CUST004895,P1002,Wireless Headphones,Electronics,1,144.66,0.0,West,Online,Credit Card
TXN1000209,2025-10-13,CUST011749,P3002,Air Fryer,Home & Kitchen,1,124.13,0.15,Midwest,Online,PayPal
TXN1000210,2023-02-19,CUST007520,P4002,Performance Jacket,Apparel,1,200.09,0.1,South,Online,Credit Card
TXN1000211,2025-12-28,CUST006668,P4001,Running Shoes,Apparel,1,145.87,0.15,West,Retail Store,Credit Card
TXN1000212,2022-03-05,CUST007904,P1003,Smartphone Max,Electronics,1,864.16,0.15,West,Online,Credit Card
TXN1000213,2024-10-05,CUST000272,P5001,Project Management Suite,Software,2,33.59,0.0,West,Online,Credit Card
TXN1000214,2024-07-20,CUST014105,P4003,Travel Backpack,Apparel,1,100.72,0.2,West,Partner,Debit Card
TXN1000215,2024-05-29,CUST009463,P4003,Travel Backpack,Apparel,2,97.06,0.15,Northeast,Wholesale,Credit Card
TXN1000216,2025-02-26,CUST003349,P1002,Wireless Headphones,Electronics,1,164.42,0.05,Midwest,Retail Store,PayPal
TXN1000217,2024-06-07,CUST001723,P1002,Wireless Headphones,Electronics,1,150.35,0.05,Midwest,Online,Credit Card
TXN1000218,2024-07-05,CUST003210,P5003,Security Monitoring Plan,Software,3,181.01,0.05,International,Online,Credit Card
TXN1000219,2025-07-30,CUST002215,P2003,Bookshelf,Furniture,1,186.28,0.1,West,Online,Credit Card
TXN1000220,2022-10-22,CUST007462,P2001,Office Chair,Furniture,2,235.53,0.0,South,Partner,Credit Card
TXN1000221,2024-03-01,CUST014858,P3002,Air Fryer,Home & Kitchen,3,142.86,0.0,West,Online,PayPal
TXN1000222,2024-11-21,CUST008389,P4002,Performance Jacket,Apparel,2,188.44,0.15,South,Partner,Invoice
TXN1000223,2023-04-17,CUST013571,P6001,Commercial Printer,Office Supplies,7,419.2,0.0,South,Retail Store,Credit Card
TXN1000224,2022-11-29,CUST003350,P2001,Office Chair,Furniture,1,209.86,0.05,West,Online,Invoice
TXN1000225,2022-08-02,CUST006189,P5003,Security Monitoring Plan,Software,1,159.39,0.0,Northeast,Inside Sales,PayPal
TXN1000226,2023-01-25,CUST005923,P1001,Laptop Pro 14,Electronics,2,1236.94,0.0,Northeast,Wholesale,Credit Card
TXN1000227,2024-09-25,CUST001195,P3003,Cookware Set,Home & Kitchen,2,257.51,0.0,South,Inside Sales,Credit Card
